ensembl_gene_id,Start,End,Chromosome
ENSG00000270893,159444117,159444913,2
ENSG00000225369,159462417,159463256,2
ENSG00000207117,159536244,159536346,2
ENSG00000230783,159689217,159690291,2
ENSG00000136536,159712457,159771027,2
ENSG00000241399,159768628,159798255,2
ENSG00000287091,159797288,159798043,2
ENSG00000227055,159812234,159814009,2
ENSG00000118260,207529737,207605988,2
ENSG00000144401,207580631,207625928,2
ENSG00000223433,207654781,207654951,2
ENSG00000199251,207680533,207680639,2
ENSG00000213082,207681590,207682033,2
ENSG00000200764,207687960,207688059,2
ENSG00000163249,207711540,207761839,2
ENSG00000272851,207753872,207754435,2
ENSG00000284079,207754807,207754881,2
ENSG00000163251,207762598,207769906,2
ENSG00000135973,105241743,105243467,2
ENSG00000135966,105264391,105329735,2
ENSG00000235319,105324210,105330529,2
ENSG00000135974,105337532,105350712,2
ENSG00000238273,105363038,105378839,2
ENSG00000178562,203706517,203739756,2
ENSG00000123992,219372029,219400022,2
ENSG00000234638,219425071,219426184,2
ENSG00000227432,219482073,219516877,2
ENSG00000235351,241724615,241725693,2
ENSG00000180902,241734602,241768816,2
ENSG00000215692,241734715,241735498,2
ENSG00000234793,241754793,241755740,2
ENSG00000154252,241776822,241804287,2
ENSG00000188389,241849884,241858894,2
ENSG00000144021,96266159,96274173,2
ENSG00000144028,96274338,96321271,2
ENSG00000230747,96307263,96321731,2
ENSG00000198885,96325317,96330517,2
ENSG00000121152,96335766,96377091,2
ENSG00000163121,96497646,96508109,2
ENSG00000196843,96536743,96552638,2
ENSG00000293708,128621345,128644897,2
ENSG00000293739,117279051,117284473,2
ENSG00000277527,102873183,102895780,2
ENSG00000293770,85904774,85905523,2
ENSG00000293776,48519874,48530010,2
ENSG00000293792,102910063,102911622,2
ENSG00000293807,234652903,234680363,2
ENSG00000289615,72143679,72145788,2
ENSG00000293828,234661751,234662941,2
ENSG00000293829,29474734,29475470,2
ENSG00000293833,76514657,76587697,2
ENSG00000236255,117833937,117841658,2
ENSG00000293856,446607,451015,2
ENSG00000293860,105193830,105196330,2
ENSG00000293870,117831528,117836536,2
ENSG00000293880,50529011,50536401,2
ENSG00000293891,175168554,175175100,2
ENSG00000231013,119476428,119487346,2
ENSG00000293899,188606756,188718897,2
ENSG00000229750,175167415,175168975,2
ENSG00000293913,196210954,196211385,2
ENSG00000293915,44779056,44822398,2
ENSG00000235070,226086623,226185651,2
ENSG00000293929,44765486,44803039,2
ENSG00000293937,105635265,105735570,2
ENSG00000286698,91759462,91767869,2
ENSG00000293944,226172426,226180081,2
ENSG00000293954,44808982,44811346,2
ENSG00000293966,105641562,105701774,2
ENSG00000293968,468688,481690,2
ENSG00000293979,44801136,44802536,2
ENSG00000293990,468920,475989,2
ENSG00000287308,105600874,105636644,2
ENSG00000287036,105578112,105610766,2
ENSG00000294015,84290421,84294053,2
ENSG00000294031,27277962,27282337,2
ENSG00000294036,105614413,105615531,2
ENSG00000294037,205686432,205698031,2
ENSG00000294042,189517406,189519400,2
ENSG00000294052,27263181,27263762,2
ENSG00000294057,222831144,222842980,2
ENSG00000294064,84244428,84249531,2
ENSG00000237720,2707368,2840512,2
ENSG00000294087,18386643,18387136,2
ENSG00000294098,2760497,2769580,2
ENSG00000294105,41616346,41616946,2
ENSG00000294114,2742112,2744120,2
ENSG00000290086,226835317,226835945,2
ENSG00000294161,9133376,9145941,2
ENSG00000294165,197578657,197614445,2
ENSG00000240980,9142719,9146120,2
ENSG00000294180,182050786,182056173,2
ENSG00000294215,224323190,224365377,2
ENSG00000294223,31804464,31805040,2
ENSG00000294225,160651997,160704845,2
ENSG00000224028,140079577,140131780,2
ENSG00000294249,130816049,130823243,2
ENSG00000289202,110607282,110716587,2
ENSG00000294262,151174813,151181789,2
ENSG00000231536,110607232,110612705,2
ENSG00000229805,56077299,56090382,2
ENSG00000285068,73352446,73385691,2
ENSG00000214184,108464797,108534258,2
ENSG00000294346,231345191,231378648,2
ENSG00000294349,22903996,23001831,2
ENSG00000294354,46230658,46259179,2
ENSG00000294361,200086710,200199729,2
ENSG00000223960,178413476,178442854,2
ENSG00000224376,231388976,231395125,2
ENSG00000294372,22939944,22957105,2
ENSG00000294377,46245167,46256753,2
ENSG00000294382,101987652,101991730,2
ENSG00000232732,199867396,199912043,2
ENSG00000294395,10198674,10202477,2
ENSG00000287027,200086866,200118985,2
ENSG00000294446,174024279,174026711,2
ENSG00000294450,169837960,169856321,2
ENSG00000294469,94622545,94736118,2
ENSG00000294474,208915348,209301691,2
ENSG00000294497,94611445,94667577,2
ENSG00000289113,209299478,209311043,2
ENSG00000290941,94575976,94588263,2
ENSG00000294518,146102759,146104555,2
ENSG00000294552,60555193,60555657,2
ENSG00000294557,32885600,32922289,2
ENSG00000294614,121074938,121075397,2
ENSG00000294627,118459795,118490414,2
ENSG00000294631,237291061,237297959,2
ENSG00000294636,162863932,163026325,2
ENSG00000294638,234494470,234500350,2
ENSG00000273456,202374769,202376944,2
ENSG00000294650,237291363,237298252,2
ENSG00000294656,234490280,234490857,2
ENSG00000294661,116212179,116218809,2
ENSG00000294663,162838329,162917790,2
ENSG00000230695,215435614,215437707,2
ENSG00000225107,145569294,145588076,2
ENSG00000294676,108235463,108315636,2
ENSG00000294681,162838830,162839949,2
ENSG00000294682,235973488,236000454,2
ENSG00000228363,86562070,86618766,2
ENSG00000294705,16201548,16204973,2
ENSG00000294715,86628276,86632132,2
ENSG00000226041,16202430,16204226,2
ENSG00000294724,78874903,78875817,2
ENSG00000294762,120301776,120319341,2
ENSG00000235840,120318356,120328253,2
ENSG00000294806,163259308,163318996,2
ENSG00000294814,192959015,192978533,2
ENSG00000294817,120291349,120292318,2
ENSG00000294820,96164082,96164853,2
ENSG00000286115,170890199,170928988,2
ENSG00000294844,120251896,120252632,2
ENSG00000294856,170917064,170917625,2
ENSG00000294870,70552652,70570408,2
ENSG00000294877,121138057,121141391,2
ENSG00000294895,70479417,70481629,2
ENSG00000294899,127115850,127135845,2
ENSG00000294950,26032399,26033810,2
ENSG00000294954,110727617,110732431,2
ENSG00000273106,44116791,44168859,2
ENSG00000294984,41955227,41961906,2
ENSG00000295005,61582275,61582739,2
ENSG00000295013,231642237,231643111,2
ENSG00000295016,107003867,107030011,2
ENSG00000172965,111006015,111523376,2
ENSG00000295024,96051943,96066895,2
ENSG00000236841,162120177,162173223,2
ENSG00000295043,96058362,96063806,2
ENSG00000272622,226794675,226813741,2
ENSG00000295059,238987420,239003306,2
ENSG00000285016,111429312,111699033,2
ENSG00000295075,226791792,226793505,2
ENSG00000295084,162490274,162497127,2
ENSG00000295091,227861028,227871564,2
ENSG00000240350,111491272,111570974,2
ENSG00000295094,120976952,120978797,2
ENSG00000295115,111410417,111441239,2
ENSG00000295137,32678778,32707313,2
ENSG00000229118,111265272,111286892,2
ENSG00000295142,120371859,120372777,2
ENSG00000295147,217957375,217970267,2
ENSG00000295153,32624761,32628113,2
ENSG00000295159,111617637,111634179,2
ENSG00000223923,217978372,217993776,2
ENSG00000295168,191736013,191741996,2
ENSG00000295174,32724789,32726928,2
ENSG00000295185,111177135,111185821,2
ENSG00000295187,208113241,208184270,2
ENSG00000295188,218007001,218008973,2
ENSG00000295190,191695672,191701139,2
ENSG00000295203,238761182,238762264,2
ENSG00000290929,208108150,208113134,2
ENSG00000295207,111467016,111472724,2
ENSG00000295210,150787184,150806973,2
ENSG00000295214,48923360,48938705,2
ENSG00000225744,111607756,111612541,2
ENSG00000237401,3957652,3974124,2
ENSG00000295251,111288511,111291564,2
ENSG00000230651,107823063,107826891,2
ENSG00000225884,191792788,191820258,2
ENSG00000295279,111656436,111659483,2
ENSG00000295287,95711719,95718314,2
ENSG00000295291,26679110,26693037,2
ENSG00000295294,170718282,170728307,2
ENSG00000295306,111450707,111452286,2
ENSG00000295314,203574607,203582414,2
ENSG00000295315,170804259,170811255,2
ENSG00000295327,111534097,111535141,2
ENSG00000295334,203579871,203580176,2
ENSG00000224675,154435853,154457731,2
ENSG00000272994,105333935,105337509,2
ENSG00000295368,138058118,138060416,2
ENSG00000295385,72147315,72149918,2
ENSG00000273080,86195148,86196644,2
ENSG00000175772,110353799,110384528,2
ENSG00000229525,219388496,219403633,2
ENSG00000235519,81461354,81467468,2
ENSG00000295428,209993918,210000091,2
ENSG00000295440,10010241,10024514,2
ENSG00000295442,213236906,213238850,2
ENSG00000295447,187510843,187512761,2
ENSG00000286623,74415404,74416783,2
ENSG00000295453,96870145,96873371,2
ENSG00000295469,128696184,128779218,2
ENSG00000230452,25204313,25209206,2
ENSG00000295488,128734603,128736008,2
ENSG00000233850,95000041,95026757,2
ENSG00000291013,86807521,86895042,2
ENSG00000295505,128745252,128746430,2
ENSG00000295522,86809251,86810001,2
ENSG00000228590,60311286,60439841,2
ENSG00000295533,100792496,100793594,2
ENSG00000295541,86837464,86838127,2
ENSG00000295561,226314367,226333582,2
ENSG00000295580,180404905,180406487,2
ENSG00000222000,98242115,98356005,2
ENSG00000295595,60639646,60645154,2
ENSG00000293401,112439178,112483317,2
ENSG00000295609,36617450,36623706,2
ENSG00000223536,16728068,16769567,2
ENSG00000295621,73447366,73450424,2
ENSG00000295625,151338954,151379241,2
ENSG00000295626,112481180,112481853,2
ENSG00000295629,36649688,36650205,2
ENSG00000295630,122987841,122999876,2
ENSG00000295632,16715694,16730976,2
ENSG00000295655,28343397,28352303,2
ENSG00000205837,6728177,6782637,2
ENSG00000225953,199457671,199477035,2
ENSG00000271991,19901333,19903501,2
ENSG00000295666,43020771,43022379,2
ENSG00000286963,29319494,29358220,2
ENSG00000295672,234952673,234953881,2
ENSG00000295688,199474151,199477500,2
ENSG00000295690,143835003,143903619,2
ENSG00000295704,189005283,189009072,2
ENSG00000295706,143819398,143841445,2
ENSG00000295721,143875047,143877959,2
ENSG00000234988,100599166,100611571,2
ENSG00000289327,71453081,71454470,2
ENSG00000295755,109068539,109069921,2
ENSG00000295757,146202856,146413384,2
ENSG00000295761,69531838,69532268,2
ENSG00000295762,159903868,159906339,2
ENSG00000295763,129579401,129587651,2
ENSG00000295768,203627037,203694122,2
ENSG00000295771,88857166,88857292,2
ENSG00000295774,38268621,38273598,2
ENSG00000228973,219617626,219628879,2
ENSG00000234945,27335520,27342599,2
ENSG00000295791,203646415,203673980,2
ENSG00000295804,109690640,109720200,2
ENSG00000295808,219624919,219625734,2
ENSG00000295810,203674025,203685166,2
ENSG00000295811,27346021,27346949,2
ENSG00000287791,229407358,229408330,2
ENSG00000295833,27323140,27323586,2
ENSG00000222035,202038425,202117062,2
ENSG00000233639,104656012,104857008,2
ENSG00000295884,130985636,130988784,2
ENSG00000295886,202064378,202072280,2
ENSG00000295887,104887829,104929811,2
ENSG00000271889,61141592,61178345,2
ENSG00000295901,202154167,202157742,2
ENSG00000269707,104853285,104927722,2
ENSG00000293434,61177418,61191203,2
ENSG00000230690,104659337,104685031,2
ENSG00000229743,104865401,104874447,2
ENSG00000295936,120903614,120911783,2
ENSG00000286557,172274502,172340626,2
ENSG00000228528,104701290,104708138,2
ENSG00000257702,74498057,74505091,2
ENSG00000235072,25369136,25376895,2
ENSG00000295963,140001059,140002420,2
ENSG00000295966,172381094,172390319,2
ENSG00000234275,6258348,6341788,2
ENSG00000295972,104699964,104701731,2
ENSG00000295985,172251404,172256090,2
ENSG00000289498,104859567,104861233,2
ENSG00000296004,216665114,216667116,2
ENSG00000296005,172298126,172301009,2
ENSG00000296010,104867725,104868894,2
ENSG00000296020,172211485,172213693,2
ENSG00000229494,78088729,78127806,2
ENSG00000296034,104845130,104845736,2
ENSG00000296038,172172451,172173153,2
ENSG00000296054,104852990,104853127,2
ENSG00000231156,45013149,45014605,2
ENSG00000296093,207680729,207682024,2
ENSG00000145063,11105317,11132821,2
ENSG00000296149,11121639,11124924,2
ENSG00000296164,11130097,11132601,2
ENSG00000286532,85534705,85539110,2
ENSG00000296195,66123039,66126942,2
ENSG00000289065,54115268,54115935,2
ENSG00000296208,108217522,108218517,2
ENSG00000296212,195199676,195205454,2
ENSG00000270460,173532774,173814677,2
ENSG00000296237,173692078,173794379,2
ENSG00000296239,130590718,130592844,2
ENSG00000296241,210735165,210767345,2
ENSG00000296248,85377760,85380402,2
ENSG00000227210,19990165,20004823,2
ENSG00000296255,130597190,130598920,2
ENSG00000296256,173630812,173660085,2
ENSG00000296263,98048844,98060491,2
ENSG00000296271,120229244,120232382,2
ENSG00000296287,120229822,120232486,2
ENSG00000296297,38535219,38568016,2
ENSG00000296331,38539616,38561653,2
ENSG00000237877,186032041,186486584,2
ENSG00000296359,234404844,234427951,2
ENSG00000296367,229301067,229301856,2
ENSG00000296376,234426156,234427401,2
ENSG00000296383,38445816,38447113,2
ENSG00000296384,20650573,20652577,2
ENSG00000289026,201970900,202033503,2
ENSG00000225979,197311276,197318884,2
ENSG00000296407,20596467,20597714,2
ENSG00000273209,201970945,202033537,2
ENSG00000296431,201984388,201993094,2
ENSG00000225420,88503987,88575610,2
ENSG00000296443,107264158,107264930,2
ENSG00000296454,202029508,202035549,2
ENSG00000296460,107263591,107264309,2
ENSG00000296467,37375270,37384446,2
ENSG00000296478,76187897,76190337,2
ENSG00000296481,94211933,94258381,2
ENSG00000296490,140178418,140183422,2
ENSG00000296492,36166258,36168735,2
ENSG00000225963,230121370,230174223,2
ENSG00000296506,192195042,192203966,2
ENSG00000296511,161964910,161979593,2
ENSG00000296532,9070985,9110357,2
ENSG00000296536,202818658,202823280,2
ENSG00000296539,114042437,114043378,2
ENSG00000242136,9102943,9106341,2
ENSG00000272769,132345616,132347356,2
ENSG00000296555,227775301,227783558,2
ENSG00000296600,195213412,195214714,2
ENSG00000240687,9631167,9713301,2
ENSG00000287849,18492194,18514657,2
ENSG00000296612,3045145,3054428,2
ENSG00000296615,159233224,159238520,2
ENSG00000296632,105439702,105442265,2
ENSG00000296651,237473747,237485077,2
ENSG00000296670,237481473,237482594,2
ENSG00000296671,70888270,70900469,2
ENSG00000296674,15135898,15142336,2
ENSG00000237751,70887850,70889989,2
ENSG00000227938,28448167,28450214,2
ENSG00000296720,196123437,196125809,2
ENSG00000296736,35509160,35577711,2
ENSG00000296758,173426521,173433101,2
ENSG00000235192,165794221,165849052,2
ENSG00000296787,227577319,227608469,2
ENSG00000296804,82326549,82415983,2
ENSG00000296850,98665275,98669479,2
ENSG00000296907,108367389,108373672,2
ENSG00000296910,85790035,85793315,2
ENSG00000286335,149165350,149184570,2
ENSG00000296931,85798343,85799835,2
ENSG00000296933,125472139,125474223,2
ENSG00000296946,149035897,149039493,2
ENSG00000296952,236133276,236143101,2
ENSG00000296957,10883874,10914457,2
ENSG00000296963,123669016,123696007,2
ENSG00000227708,153311632,153357422,2
ENSG00000296975,42086990,42113712,2
ENSG00000296979,10847397,10848711,2
ENSG00000296992,42100977,42102710,2
ENSG00000234579,30986922,30991426,2
ENSG00000297009,212764722,212765595,2
ENSG00000297017,44968556,44973368,2
ENSG00000226856,118124351,118224018,2
ENSG00000297037,191321199,191322481,2
ENSG00000297052,20225256,20227421,2
ENSG00000297070,20225531,20225927,2
ENSG00000235293,235177896,235188191,2
ENSG00000297094,217261531,217279358,2
ENSG00000226992,238788399,238789741,2
ENSG00000234949,237590829,237595985,2
ENSG00000297114,217412480,217413097,2
ENSG00000297115,224154607,224210457,2
ENSG00000297117,73173298,73175828,2
ENSG00000297127,225093518,225109796,2
ENSG00000297130,2398860,2401196,2
ENSG00000297148,187791741,187834220,2
ENSG00000297154,224210383,224219682,2
ENSG00000297164,107085862,107088295,2
ENSG00000297165,241843126,241843932,2
ENSG00000260840,85015876,85067347,2
ENSG00000291150,91586931,91660038,2
ENSG00000297200,131536118,131538372,2
ENSG00000297211,130779899,130798686,2
ENSG00000297218,133952925,134031290,2
ENSG00000229797,130742906,130755879,2
ENSG00000286697,134028080,134032597,2
ENSG00000297257,169069291,169111111,2
ENSG00000297258,4024283,4025763,2
ENSG00000297262,11394370,11426428,2
ENSG00000287625,84907333,84969580,2
ENSG00000290654,131279290,131299819,2
ENSG00000297296,84889234,84903570,2
ENSG00000297297,149286935,149290196,2
ENSG00000297311,103449770,103480535,2
ENSG00000297312,4297226,4318273,2
ENSG00000226488,6495651,6511839,2
ENSG00000290085,84962021,84970761,2
ENSG00000297324,11391766,11394095,2
ENSG00000297346,69680518,69713560,2
ENSG00000297351,208757163,208757918,2
ENSG00000297359,119723197,119759839,2
ENSG00000291176,96010504,96031477,2
ENSG00000289567,25362202,25362427,2
ENSG00000232044,5932543,6060570,2
ENSG00000288866,189234381,189441606,2
ENSG00000297396,223018780,223019212,2
ENSG00000297404,189188621,189189411,2
ENSG00000297405,6053942,6055549,2
ENSG00000297417,5981021,5982050,2
ENSG00000297418,118029701,118088904,2
ENSG00000224043,134726784,134918739,2
ENSG00000235066,117995397,118058535,2
ENSG00000297435,134773541,134791709,2
ENSG00000297438,225112647,225113541,2
ENSG00000297448,95390012,95402654,2
ENSG00000230448,13710526,14418000,2
ENSG00000287463,134717636,134725474,2
ENSG00000297464,85951824,85954990,2
ENSG00000297469,134491944,134496759,2
ENSG00000290596,130402442,130428766,2
ENSG00000229056,196260006,196264204,2
ENSG00000297488,134825383,134825949,2
ENSG00000225493,238498678,238555054,2
ENSG00000297530,238560439,238561927,2
ENSG00000297540,226215754,226216722,2
ENSG00000228414,60823069,60882232,2
ENSG00000297551,230394030,230401409,2
ENSG00000290618,131794961,131801716,2
ENSG00000297607,487125,487981,2
ENSG00000297639,196700634,196713019,2
ENSG00000272606,55616876,55625827,2
ENSG00000297697,142186189,142196319,2
ENSG00000297701,200217714,200259204,2
ENSG00000297720,17804088,17849489,2
ENSG00000289157,230657823,230668456,2
ENSG00000297728,200225731,200226569,2
ENSG00000297733,63322343,63328366,2
ENSG00000297735,240857181,240870469,2
ENSG00000222020,239401132,239402657,2
ENSG00000297761,231488478,231506671,2
ENSG00000226125,230690065,230711470,2
ENSG00000289982,128090465,128091128,2
ENSG00000297784,230706026,230712687,2
ENSG00000297785,231514841,231519140,2
ENSG00000297809,238636869,238641334,2
ENSG00000297812,67845722,67846609,2
ENSG00000297827,3482842,3483256,2
ENSG00000236172,6615389,6651104,2
ENSG00000297843,175230109,175254205,2
ENSG00000297863,201541,214046,2
ENSG00000286851,6649654,6650897,2
ENSG00000227061,197569,209913,2
ENSG00000297905,229296778,229297428,2
ENSG00000236213,37425634,37921937,2
ENSG00000297907,106468476,106470501,2
ENSG00000297911,56834910,56838588,2
ENSG00000289002,213188412,213230529,2
ENSG00000269210,38959274,38960384,2
ENSG00000297920,116546550,116559367,2
ENSG00000297930,87349392,87381902,2
ENSG00000237803,37778672,37916539,2
ENSG00000297954,70343935,70418571,2
ENSG00000297956,5925514,5927140,2
ENSG00000224789,120162655,120216544,2
ENSG00000297981,37743280,37762329,2
ENSG00000298011,37798833,37814360,2
ENSG00000234279,238554538,238741762,2
ENSG00000229951,28384409,28394705,2
ENSG00000243491,9757496,9773958,2
ENSG00000286160,238711220,238722543,2
ENSG00000298040,37526387,37536368,2
ENSG00000298043,28380432,28387503,2
ENSG00000298044,9773637,9780018,2
ENSG00000298050,100729414,100731567,2
ENSG00000298060,28390453,28391930,2
ENSG00000298063,37501261,37508312,2
ENSG00000298065,117468559,117623769,2
ENSG00000298080,231055894,231057722,2
ENSG00000286370,117525391,117539464,2
ENSG00000298083,23441530,23467432,2
ENSG00000298085,37771133,37772391,2
ENSG00000226994,34799835,35185689,2
ENSG00000226702,55963191,56049708,2
ENSG00000298106,37855738,37856217,2
ENSG00000232227,192644098,192669886,2
ENSG00000298114,228689656,228723096,2
ENSG00000231557,198882573,199071805,2
ENSG00000224875,42142417,42170486,2
ENSG00000298173,236724548,236728766,2
ENSG00000298179,42142896,42161736,2
ENSG00000289410,61678549,61764699,2
ENSG00000298207,40686183,41166556,2
ENSG00000298210,61750944,61764033,2
ENSG00000282998,49202101,49562658,2
ENSG00000235537,21607465,21637197,2
ENSG00000289300,5070432,5077683,2
ENSG00000233128,40717079,40767578,2
ENSG00000289855,61763893,61766653,2
ENSG00000298236,21771785,21772648,2
ENSG00000287141,112061080,112063716,2
ENSG00000298252,152336834,152337393,2
ENSG00000298255,154486366,154591012,2
ENSG00000224137,207662371,207679122,2
ENSG00000298286,56522979,56593681,2
ENSG00000298295,82812192,82828032,2
ENSG00000298302,118925611,118929186,2
ENSG00000291127,88765739,88806619,2
ENSG00000289018,231700641,231707179,2
ENSG00000298351,236811943,236816270,2
ENSG00000298362,231713109,231717366,2
ENSG00000298366,236813918,236817226,2
ENSG00000236193,213155804,213167724,2
ENSG00000234877,78541681,78599406,2
ENSG00000298388,210967233,210970183,2
ENSG00000228873,96145602,96147012,2
ENSG00000298404,221932668,221985035,2
ENSG00000298411,204145217,204199489,2
ENSG00000298423,221991002,222026224,2
ENSG00000298432,204152371,204202081,2
ENSG00000286020,197817423,197836363,2
ENSG00000288734,88136919,88170824,2
ENSG00000298483,149286405,149286838,2
ENSG00000290727,73640723,73721352,2
ENSG00000232518,38636422,38671447,2
ENSG00000298520,27409565,27412898,2
ENSG00000298528,114789512,114796404,2
ENSG00000298533,38720577,38722599,2
ENSG00000298534,9153382,9168164,2
ENSG00000298587,1773022,1784297,2
ENSG00000298612,65269894,65271955,2
ENSG00000298642,10301971,10374320,2
ENSG00000298646,176128524,176129628,2
ENSG00000298662,10307808,10358802,2
ENSG00000234446,221581215,221739393,2
ENSG00000285872,10287703,10304903,2
ENSG00000298685,94947559,94955429,2
ENSG00000298689,221584008,221610382,2
ENSG00000229774,120683217,120710640,2
ENSG00000226833,28689610,28751776,2
ENSG00000298698,10431994,10443924,2
ENSG00000298704,221653595,221670543,2
ENSG00000298715,137862277,137870812,2
ENSG00000298720,10277812,10289708,2
ENSG00000298739,10426595,10432902,2
ENSG00000233538,231426267,231453478,2
ENSG00000298762,10407458,10412542,2
ENSG00000236653,198299276,198375490,2
ENSG00000298780,10357564,10360903,2
ENSG00000286772,228378138,228514699,2
ENSG00000298807,240403191,240406921,2
ENSG00000298835,869146,949955,2
ENSG00000298849,228568257,228595893,2
ENSG00000298853,112674353,112681222,2
ENSG00000228799,899462,905539,2
ENSG00000298866,145753220,145754360,2
ENSG00000235688,948972,953621,2
ENSG00000298873,182426852,182428455,2
ENSG00000298881,207404740,207480824,2
ENSG00000298880,58421087,58423346,2
ENSG00000234235,241544401,241558977,2
ENSG00000291142,94185555,94208468,2
ENSG00000234174,113171348,113175360,2
ENSG00000298902,85808289,85811277,2
ENSG00000298903,207331046,207393495,2
ENSG00000298909,241545347,241547603,2
ENSG00000298919,104297578,104408376,2
ENSG00000225064,207251438,207271064,2
ENSG00000298938,71448679,71452213,2
ENSG00000286604,59770890,59791977,2
ENSG00000235597,104430130,104532747,2
ENSG00000298950,207334794,207335919,2
ENSG00000224063,187003220,187556288,2
ENSG00000298964,207309653,207310266,2
ENSG00000291155,222318373,222353976,2
ENSG00000298975,144796220,144823791,2
ENSG00000227157,104378996,104416783,2
ENSG00000298986,207311207,207311540,2
ENSG00000298991,46871586,46888477,2
ENSG00000299009,144884840,144887008,2
ENSG00000299011,104367868,104372489,2
ENSG00000299013,54673889,54685107,2
ENSG00000299017,99822856,99848304,2
ENSG00000226548,46848973,46864812,2
ENSG00000299033,104337937,104339120,2
ENSG00000299039,134107440,134108872,2
ENSG00000228784,19863616,19885047,2
ENSG00000299044,144682490,144683002,2
ENSG00000236469,71000440,71064746,2
ENSG00000233605,77915870,77918013,2
ENSG00000228925,46899236,46908678,2
ENSG00000299060,104332952,104333954,2
ENSG00000299064,105449853,105564669,2
ENSG00000290108,20446558,20446908,2
ENSG00000229066,175257250,175463180,2
ENSG00000299074,19867267,19869145,2
ENSG00000225156,44934242,44968762,2
ENSG00000299078,144672076,144672446,2
ENSG00000299090,105498777,105537192,2
ENSG00000228384,70994408,71002939,2
ENSG00000226953,133264968,133285490,2
ENSG00000271893,195451778,195546947,2
ENSG00000259439,44921054,44939344,2
ENSG00000299109,590193,593382,2
ENSG00000299118,144702045,144702330,2
ENSG00000223466,195532834,195540287,2
ENSG00000236502,44940130,44945785,2
ENSG00000299127,42335559,42346358,2
ENSG00000229839,62069447,62196669,2
ENSG00000299135,160055172,160060684,2
ENSG00000299136,70983316,70983846,2
ENSG00000299137,234246009,234289974,2
ENSG00000299138,161546620,161546767,2
ENSG00000238217,199608062,199750341,2
ENSG00000299165,62041351,62041976,2
ENSG00000299177,17373252,17382170,2
ENSG00000299185,199662777,199739984,2
ENSG00000299190,170871830,170872747,2
ENSG00000225166,215453688,215486639,2
ENSG00000299219,239317352,239321485,2
ENSG00000289191,8281458,8282797,2
ENSG00000299271,152098579,152102887,2
ENSG00000299281,206914432,207041829,2
ENSG00000224099,195448518,195481827,2
ENSG00000288937,32039581,32041383,2
ENSG00000225214,152098229,152109202,2
ENSG00000299290,98416646,98417935,2
ENSG00000299294,129243151,129254071,2
ENSG00000299295,21043055,21045619,2
ENSG00000299301,235200931,235245050,2
ENSG00000299302,60306459,60309885,2
ENSG00000290030,12261246,12277678,2
ENSG00000299331,225650931,225891595,2
ENSG00000299336,1926097,1931651,2
ENSG00000299339,112757497,112887384,2
ENSG00000299347,156718793,156803559,2
ENSG00000299348,127527649,127530639,2
ENSG00000299355,4591485,4600859,2
ENSG00000287937,112813279,112825509,2
ENSG00000286530,157033830,157049735,2
ENSG00000226674,144666312,145262988,2
ENSG00000299382,157060921,157064092,2
ENSG00000299393,238802590,238804428,2
ENSG00000286748,238771427,238785141,2
ENSG00000299410,88291358,88308571,2
ENSG00000271709,120866378,120867404,2
ENSG00000299419,201123340,201127819,2
ENSG00000233611,236163968,236431663,2
ENSG00000299436,201117923,201118586,2
ENSG00000299448,236159085,236162830,2
ENSG00000299447,184808793,184891227,2
ENSG00000299450,241859961,241864043,2
ENSG00000299459,201125828,201126242,2
ENSG00000231538,114828428,114833548,2
ENSG00000299466,236161335,236164613,2
ENSG00000299480,236251237,236254498,2
ENSG00000231890,135985122,136078527,2
ENSG00000299494,20515171,20517213,2
ENSG00000299496,236169088,236171444,2
ENSG00000299508,3974176,3975154,2
ENSG00000299516,136022407,136025495,2
ENSG00000299519,150065399,150081115,2
ENSG00000299532,136067853,136068550,2
ENSG00000288524,126640708,126646233,2
ENSG00000299535,20971209,20973028,2
ENSG00000287344,51976694,52022435,2
ENSG00000299546,181681034,181682085,2
ENSG00000299558,8357421,8360991,2
ENSG00000299568,222799228,222820047,2
ENSG00000299576,129290603,129318809,2
ENSG00000299577,8582828,8585147,2
ENSG00000299583,141518165,141520563,2
ENSG00000299590,90241262,90245167,2
ENSG00000299593,8324753,8325464,2
ENSG00000219159,240674654,240690414,2
ENSG00000299607,8543681,8544283,2
ENSG00000229321,206798325,206926876,2
ENSG00000299628,8455837,8456409,2
ENSG00000299634,206786555,206813758,2
ENSG00000288040,234351247,234356066,2
ENSG00000232444,16315937,16319661,2
ENSG00000299640,60249261,60268219,2
ENSG00000299643,8584063,8584383,2
ENSG00000299647,206806876,206812283,2
ENSG00000299660,8543285,8543544,2
ENSG00000299677,30823520,30860775,2
ENSG00000299679,129710187,129711856,2
ENSG00000226853,174487295,174488695,2
ENSG00000299698,129710684,129711421,2
ENSG00000299704,160920280,160994551,2
ENSG00000299731,212719924,212720463,2
ENSG00000234929,2638178,2696443,2
ENSG00000224400,16354220,16455129,2
ENSG00000299761,239928412,239929089,2
ENSG00000289608,2682064,2700665,2
ENSG00000289364,16401666,16478625,2
ENSG00000230991,154964308,155231288,2
ENSG00000290707,130129565,130139420,2
ENSG00000299809,4932835,4934865,2
ENSG00000299825,155009877,155083301,2
ENSG00000231609,62957316,63048640,2
ENSG00000299887,223944499,223956862,2
ENSG00000299898,104178490,104184972,2
ENSG00000237525,215533056,215714387,2
